# Downloaded using SRA Run Selector (https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP041736&go=go)
AvgSpotLen	BioSample	DATASTORE_filetype	Experiment	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	cell_line	disease	disease_stage	population	sex	tissue	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study
60	SAMN02732058	sra	SRX534813	NPC_13	2014-05-08	6	3	SRR1274120	SRS603530	NPC_13	neonatal, reprogrammed, and differentiated	Dr. Guangwen, Dept. genetics, Stanford University	Neural progenitor cells obtained by differentiation of iPS line derived by Dr. Guangwen, Dept. genetics, Stanford University.	normal		NPC single cell of 13			RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02732059	sra	SRX534814	NPC_14	2014-05-08	5	3	SRR1274122	SRS603531	NPC_14	neonatal, reprogrammed, and differentiated	Dr. Guangwen, Dept. genetics, Stanford University	Neural progenitor cells obtained by differentiation of iPS line derived by Dr. Guangwen, Dept. genetics, Stanford University.	normal		NPC single cell of 14			RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732060	sra	SRX534815	NPC_15	2014-05-08	1245	870	SRR1274123	SRS603532	NPC_15	neonatal, reprogrammed, and differentiated	Dr. Guangwen, Dept. genetics, Stanford University	Neural progenitor cells obtained by differentiation of iPS line derived by Dr. Guangwen, Dept. genetics, Stanford University.	normal		NPC single cell of 15			RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732047	sra	SRX534816	NPC_2	2014-05-08	1290	897	SRR1274125	SRS603533	NPC_2	neonatal, reprogrammed, and differentiated	Dr. Guangwen, Dept. genetics, Stanford University	Neural progenitor cells obtained by differentiation of iPS line derived by Dr. Guangwen, Dept. genetics, Stanford University.	normal		NPC single cell of 2			RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732048	sra	SRX534817	NPC_3	2014-05-08	1428	997	SRR1274127	SRS603534	NPC_3	neonatal, reprogrammed, and differentiated	Dr. Guangwen, Dept. genetics, Stanford University	Neural progenitor cells obtained by differentiation of iPS line derived by Dr. Guangwen, Dept. genetics, Stanford University.	normal		NPC single cell of 3			RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732049	sra	SRX534818	NPC_4	2014-05-08	1199	839	SRR1274129	SRS603535	NPC_4	neonatal, reprogrammed, and differentiated	Dr. Guangwen, Dept. genetics, Stanford University	Neural progenitor cells obtained by differentiation of iPS line derived by Dr. Guangwen, Dept. genetics, Stanford University.	normal		NPC single cell of 4			RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02732049	sra	SRX534818	NPC_4	2014-05-08	5	3	SRR1274130	SRS603535	NPC_4	neonatal, reprogrammed, and differentiated	Dr. Guangwen, Dept. genetics, Stanford University	Neural progenitor cells obtained by differentiation of iPS line derived by Dr. Guangwen, Dept. genetics, Stanford University.	normal		NPC single cell of 4			RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02732050	sra	SRX534819	NPC_5	2014-05-08	2	1	SRR1274132	SRS603536	NPC_5	neonatal, reprogrammed, and differentiated	Dr. Guangwen, Dept. genetics, Stanford University	Neural progenitor cells obtained by differentiation of iPS line derived by Dr. Guangwen, Dept. genetics, Stanford University.	normal		NPC single cell of 5			RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731999	sra	SRX534778	Kera_18	2014-05-08	0	0	SRR1274146	SRS603495	Kera_18	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 18	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731983	sra	SRX534780	Kera_2	2014-05-08	496	322	SRR1274149	SRS603497	Kera_2	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 2	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731983	sra	SRX534780	Kera_2	2014-05-08	5	3	SRR1274150	SRS603497	Kera_2	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 2	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02732001	sra	SRX534781	Kera_20	2014-05-08	10	6	SRR1274152	SRS603498	Kera_20	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 20	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02732002	sra	SRX534782	Kera_21	2014-05-08	9	6	SRR1274154	SRS603499	Kera_21	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 21	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02732003	sra	SRX534783	Kera_22	2014-05-08	7	4	SRR1274156	SRS603500	Kera_22	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 22	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02732004	sra	SRX534784	Kera_23	2014-05-08	4	2	SRR1274158	SRS603501	Kera_23	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 23	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02732005	sra	SRX534785	Kera_24	2014-05-08	4	3	SRR1274160	SRS603502	Kera_24	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 24	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02732006	sra	SRX534786	Kera_25	2014-05-08	5	3	SRR1274162	SRS603503	Kera_25	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 25	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02732007	sra	SRX534787	Kera_26	2014-05-08	503	327	SRR1274163	SRS603504	Kera_26	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 26	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02732008	sra	SRX534788	Kera_27	2014-05-08	513	334	SRR1274165	SRS603505	Kera_27	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 27	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731786	sra	SRX534477	2338_1	2014-05-08	2	1	SRR1274193	SRS603194	2338_1	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 1	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731795	sra	SRX534478	2338_10	2014-05-08	1273	892	SRR1274194	SRS603195	2338_10	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 10	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731796	sra	SRX534479	2338_11	2014-05-08	1591	1114	SRR1274196	SRS603196	2338_11	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 11	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731796	sra	SRX534479	2338_11	2014-05-08	2	1	SRR1274197	SRS603196	2338_11	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 11	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731797	sra	SRX534480	2338_12	2014-05-08	2	1	SRR1274199	SRS603197	2338_12	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 12	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731798	sra	SRX534481	2338_13	2014-05-08	2	1	SRR1274201	SRS603198	2338_13	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 13	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731799	sra	SRX534482	2338_14	2014-05-08	1032	722	SRR1274202	SRS603199	2338_14	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 14	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731800	sra	SRX534483	2338_15	2014-05-08	2	1	SRR1274205	SRS603200	2338_15	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 15	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731802	sra	SRX534485	2338_17	2014-05-08	1	0	SRR1274209	SRS603202	2338_17	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 17	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731803	sra	SRX534486	2338_18	2014-05-08	2	1	SRR1274211	SRS603203	2338_18	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 18	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731804	sra	SRX534487	2338_19	2014-05-08	1	0	SRR1274213	SRS603204	2338_19	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 19	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731787	sra	SRX534488	2338_2	2014-05-08	2	1	SRR1274215	SRS603205	2338_2	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 2	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731805	sra	SRX534489	2338_20	2014-05-08	909	642	SRR1274216	SRS603206	2338_20	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 20	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731806	sra	SRX534490	2338_21	2014-05-08	1766	1239	SRR1274218	SRS603207	2338_21	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 21	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731807	sra	SRX534491	2338_22	2014-05-08	1719	1203	SRR1274220	SRS603208	2338_22	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 22	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731788	sra	SRX534492	2338_3	2014-05-08	2	1	SRR1274223	SRS603209	2338_3	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 3	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731789	sra	SRX534493	2338_4	2014-05-08	1	0	SRR1274225	SRS603210	2338_4	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 4	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731790	sra	SRX534494	2338_5	2014-05-08	2	1	SRR1274227	SRS603211	2338_5	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 5	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731791	sra	SRX534495	2338_6	2014-05-08	1	0	SRR1274229	SRS603212	2338_6	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 6	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731792	sra	SRX534496	2338_7	2014-05-08	1436	999	SRR1274230	SRS603213	2338_7	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 7	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731793	sra	SRX534497	2338_8	2014-05-08	1477	1029	SRR1274232	SRS603214	2338_8	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 8	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731793	sra	SRX534497	2338_8	2014-05-08	1	0	SRR1274233	SRS603214	2338_8	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 8	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731794	sra	SRX534498	2338_9	2014-05-08	2	1	SRR1274235	SRS603215	2338_9	61	ATCC	HCC1954 (ATCC® CRL-2338?)	TNM stage IIA, grade 3, ductal carcinoma	IIA, grade 3	2338 single cell of 9	female	mammary gland; breast/duct	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731808	sra	SRX534499	2339_1	2014-05-08	2	1	SRR1274237	SRS603216	2339_1	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 1	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731817	sra	SRX534500	2339_10	2014-05-08	1371	960	SRR1274238	SRS603217	2339_10	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 10	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731819	sra	SRX534502	2339_12	2014-05-08	2075	1473	SRR1274242	SRS603219	2339_12	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 12	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731819	sra	SRX534502	2339_12	2014-05-08	2	1	SRR1274243	SRS603219	2339_12	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 12	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731820	sra	SRX534503	2339_13	2014-05-08	2	1	SRR1274245	SRS603220	2339_13	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 13	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731821	sra	SRX534504	2339_14	2014-05-08	1	1	SRR1274247	SRS603221	2339_14	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 14	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731823	sra	SRX534506	2339_16	2014-05-08	1653	1154	SRR1274250	SRS603223	2339_16	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 16	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731824	sra	SRX534507	2339_17	2014-05-08	1326	931	SRR1274252	SRS603224	2339_17	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 17	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731809	sra	SRX534508	2339_2	2014-05-08	1958	1388	SRR1274254	SRS603225	2339_2	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 2	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731810	sra	SRX534509	2339_3	2014-05-08	1604	1137	SRR1274256	SRS603226	2339_3	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 3	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731811	sra	SRX534510	2339_4	2014-05-08	1602	1136	SRR1274258	SRS603227	2339_4	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 4	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731812	sra	SRX534511	2339_5	2014-05-08	1883	1339	SRR1274260	SRS603228	2339_5	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 5	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731813	sra	SRX534512	2339_6	2014-05-08	1042	733	SRR1274262	SRS603229	2339_6	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 6	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731814	sra	SRX534513	2339_7	2014-05-08	1720	1206	SRR1274264	SRS603230	2339_7	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 7	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02731815	sra	SRX534514	2339_8	2014-05-08	732	520	SRR1274266	SRS603231	2339_8	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 8	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
60	SAMN02731816	sra	SRX534515	2339_9	2014-05-08	2	1	SRR1274269	SRS603232	2339_9	61	ATCC	HCC1954 BL (ATCC® CRL-2339?)	normal blood		2339 single cell of 9	female	peripheral blood	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
